"SITE","year","substrate_group","Proportion"
"Heron Bommie","2020","SC",0.038
"Heron Bommie","2020","SP",0
"Heron Bommie","2021","HC",0.469
"Heron Bommie","2021","HCB",0
"Heron Bommie","2021","NIA",0.006
"Heron Bommie","2021","NL",0.393
"Heron Bommie","2021","NR",0
"Heron Bommie","2021","OT",0.1
"Heron Bommie","2021","RKC",0
"Heron Bommie","2021","SC",0.025
"Heron Bommie","2021","SP",0.006
"Heron Bommie","2022","HC",0.55
"Heron Bommie","2022","HCB",0.013
"Heron Bommie","2022","NIA",0
"Heron Bommie","2022","NL",0.393
"Heron Bommie","2022","NR",0
"Heron Bommie","2022","OT",0.013
"Heron Bommie","2022","RKC",0
"Heron Bommie","2022","SC",0.031
"Heron Bommie","2022","SP",0
"Heron Bommie","2023","HC",0.718
"Heron Bommie","2023","HCB",0
"Heron Bommie","2023","NIA",0
"Heron Bommie","2023","NL",0.218
"Heron Bommie","2023","NR",0
"Heron Bommie","2023","OT",0.038
"Heron Bommie","2023","RKC",0
"Heron Bommie","2023","SC",0.025
"Heron Bommie","2023","SP",0
"Heron Bommie","2024","HC",0.32
"Heron Bommie","2024","HCB",0
"Heron Bommie","2024","NIA",0.013
"Heron Bommie","2024","NL",0.569
"Heron Bommie","2024","NR",0
"Heron Bommie","2024","OT",0.056
"Heron Bommie","2024","RKC",0.025
"Heron Bommie","2024","SC",0.019
"Heron Bommie","2024","SP",0
"Jetty Flat","2013","HC",0.351
"Jetty Flat","2013","HCB",0
"Jetty Flat","2013","NIA",0.025
"Jetty Flat","2013","NL",0.606
"Jetty Flat","2013","NR",0
"Jetty Flat","2013","OT",0.006
"Jetty Flat","2013","RKC",0
"Jetty Flat","2013","SC",0.013
"Jetty Flat","2013","SP",0
"Jetty Flat","2014","HC",0.312
"Jetty Flat","2014","HCB",0.013
"Jetty Flat","2014","NIA",0.038
"Jetty Flat","2014","NL",0.625
"Jetty Flat","2014","NR",0
"Jetty Flat","2014","OT",0
"Jetty Flat","2014","RKC",0
"Jetty Flat","2014","SC",0.012
"Jetty Flat","2014","SP",0
"Jetty Flat","2015","HC",0.35
"Jetty Flat","2015","HCB",0.006
"Jetty Flat","2015","NIA",0.006
"Jetty Flat","2015","NL",0.625
"Jetty Flat","2015","NR",0
"Jetty Flat","2015","OT",0
"Jetty Flat","2015","RKC",0
"Jetty Flat","2015","SC",0.013
"Jetty Flat","2015","SP",0
"Jetty Flat","2016","HC",0.437
"Jetty Flat","2016","HCB",0.031
"Jetty Flat","2016","NIA",0.013
"Jetty Flat","2016","NL",0.482
"Jetty Flat","2016","NR",0
"Jetty Flat","2016","OT",0.019
"Jetty Flat","2016","RKC",0.019
"Jetty Flat","2016","SC",0
"Jetty Flat","2016","SP",0
"Jetty Flat","2017","HC",0.313
"Jetty Flat","2017","HCB",0
"Jetty Flat","2017","NIA",0
"Jetty Flat","2017","NL",0.688
"Jetty Flat","2017","NR",0
"Jetty Flat","2017","OT",0
"Jetty Flat","2017","RKC",0
"Jetty Flat","2017","SC",0
"Jetty Flat","2017","SP",0
"Jetty Flat","2018","HC",0.293
"Jetty Flat","2018","HCB",0.013
"Jetty Flat","2018","NIA",0.006
"Jetty Flat","2018","NL",0.682
"Jetty Flat","2018","NR",0
"Jetty Flat","2018","OT",0
"Jetty Flat","2018","RKC",0.006
"Jetty Flat","2018","SC",0
"Jetty Flat","2018","SP",0
"Jetty Flat","2019","HC",0.238
"Jetty Flat","2019","HCB",0
"Jetty Flat","2019","NIA",0
"Jetty Flat","2019","NL",0.763
"Jetty Flat","2019","NR",0
"Jetty Flat","2019","OT",0
"Jetty Flat","2019","RKC",0
"Jetty Flat","2019","SC",0
"Jetty Flat","2019","SP",0
"Jetty Flat","2020","HC",0.306
"Jetty Flat","2020","HCB",0.006
"Jetty Flat","2020","NIA",0
"Jetty Flat","2020","NL",0.594
"Jetty Flat","2020","NR",0
"Jetty Flat","2020","OT",0
"Jetty Flat","2020","RKC",0.094
"Jetty Flat","2020","SC",0
"Jetty Flat","2020","SP",0
"Jetty Flat","2021","HC",0.355
"Jetty Flat","2021","HCB",0
"Jetty Flat","2021","NIA",0
"Jetty Flat","2021","NL",0.638
"Jetty Flat","2021","NR",0
"Jetty Flat","2021","OT",0
"Jetty Flat","2021","RKC",0
"Jetty Flat","2021","SC",0.006
"Jetty Flat","2021","SP",0
"Jetty Flat","2022","HC",0.287
"Jetty Flat","2022","HCB",0
"Jetty Flat","2022","NIA",0
"Jetty Flat","2022","NL",0.705
"Jetty Flat","2022","NR",0
"Jetty Flat","2022","OT",0
"Jetty Flat","2022","RKC",0
"Jetty Flat","2022","SC",0.006
"Jetty Flat","2022","SP",0
"Jetty Flat","2023","HC",0.431
"Jetty Flat","2023","HCB",0
"Jetty Flat","2023","NIA",0
"Jetty Flat","2023","NL",0.569
"Jetty Flat","2023","NR",0
"Jetty Flat","2023","OT",0
"Jetty Flat","2023","RKC",0
"Jetty Flat","2023","SC",0
"Jetty Flat","2023","SP",0
"Jetty Flat","2024","HC",0.244
"Jetty Flat","2024","HCB",0
"Jetty Flat","2024","NIA",0
"Jetty Flat","2024","NL",0.693
"Jetty Flat","2024","NR",0
"Jetty Flat","2024","OT",0
"Jetty Flat","2024","RKC",0
"Jetty Flat","2024","SC",0.063
"Jetty Flat","2024","SP",0
"Last Resort","2013","HC",0.095
"Last Resort","2013","HCB",0
"Last Resort","2013","NIA",0.375
"Last Resort","2013","NL",0.531
"Last Resort","2013","NR",0
"Last Resort","2013","OT",0
"Last Resort","2013","RKC",0
"Last Resort","2013","SC",0
"Last Resort","2013","SP",0
"Last Resort","2014","HC",0.044
"Last Resort","2014","HCB",0
"Last Resort","2014","NIA",0.15
"Last Resort","2014","NL",0.755
"Last Resort","2014","NR",0
"Last Resort","2014","OT",0.05
"Last Resort","2014","RKC",0
"Last Resort","2014","SC",0
"Last Resort","2014","SP",0
"Last Resort","2015","HC",0.075
"Last Resort","2015","HCB",0
"Last Resort","2015","NIA",0.1
"Last Resort","2015","NL",0.825
"Last Resort","2015","NR",0
"Last Resort","2015","OT",0
"Last Resort","2015","RKC",0
"Last Resort","2015","SC",0
"Last Resort","2015","SP",0
"Last Resort","2016","HC",0.206
"Last Resort","2016","HCB",0.006
"Last Resort","2016","NIA",0.256
"Last Resort","2016","NL",0.531
"Last Resort","2016","NR",0
"Last Resort","2016","OT",0
"Last Resort","2016","RKC",0
"Last Resort","2016","SC",0
"Last Resort","2016","SP",0
"Last Resort","2017","HC",0.019
"Last Resort","2017","HCB",0.019
"Last Resort","2017","NIA",0.125
"Last Resort","2017","NL",0.812
"Last Resort","2017","NR",0
"Last Resort","2017","OT",0.025
"Last Resort","2017","RKC",0
"Last Resort","2017","SC",0
"Last Resort","2017","SP",0
"Last Resort","2018","HC",0.075
"Last Resort","2018","HCB",0.038
"Last Resort","2018","NIA",0.225
"Last Resort","2018","NL",0.631
"Last Resort","2018","NR",0
"Last Resort","2018","OT",0.031
"Last Resort","2018","RKC",0
"Last Resort","2018","SC",0
"Last Resort","2018","SP",0
"Last Resort","2019","HC",0.063
"Last Resort","2019","HCB",0.006
"Last Resort","2019","NIA",0.175
"Last Resort","2019","NL",0.713
"Last Resort","2019","NR",0
"Last Resort","2019","OT",0.044
"Last Resort","2019","RKC",0
"Last Resort","2019","SC",0
"Last Resort","2019","SP",0
"Last Resort","2020","HC",0.032
"Last Resort","2020","HCB",0
"Last Resort","2020","NIA",0.169
"Last Resort","2020","NL",0.757
"Last Resort","2020","NR",0
"Last Resort","2020","OT",0.025
"Last Resort","2020","RKC",0.019
"Last Resort","2020","SC",0
"Last Resort","2020","SP",0
"Last Resort","2021","HC",0.056
"Last Resort","2021","HCB",0
"Last Resort","2021","NIA",0.013
"Last Resort","2021","NL",0.931
"Last Resort","2021","NR",0
"Last Resort","2021","OT",0
"Last Resort","2021","RKC",0
"Last Resort","2021","SC",0
"Last Resort","2021","SP",0
"Last Resort","2022","HC",0.038
"Last Resort","2022","HCB",0
"Last Resort","2022","NIA",0.162
"Last Resort","2022","NL",0.788
"Last Resort","2022","NR",0
"Last Resort","2022","OT",0.013
"Last Resort","2022","RKC",0
"Last Resort","2022","SC",0
"Last Resort","2022","SP",0
"Last Resort","2023","HC",0.1
"Last Resort","2023","HCB",0.006
"Last Resort","2023","NIA",0.188
"Last Resort","2023","NL",0.669
"Last Resort","2023","NR",0.006
"Last Resort","2023","OT",0.031
"Last Resort","2023","RKC",0
"Last Resort","2023","SC",0
"Last Resort","2023","SP",0
"Last Resort","2024","HC",0.044
"Last Resort","2024","HCB",0
"Last Resort","2024","NIA",0.219
"Last Resort","2024","NL",0.739
"Last Resort","2024","NR",0
"Last Resort","2024","OT",0
"Last Resort","2024","RKC",0
"Last Resort","2024","SC",0
"Last Resort","2024","SP",0
"Libby's Lair","2013","HC",0.475
"Libby's Lair","2013","HCB",0.013
"Libby's Lair","2013","NIA",0
"Libby's Lair","2013","NL",0.382
"Libby's Lair","2013","NR",0
"Libby's Lair","2013","OT",0.006
"Libby's Lair","2013","RKC",0
"Libby's Lair","2013","SC",0.094
"Libby's Lair","2013","SP",0.031
"Libby's Lair","2014","HC",0.51
"Libby's Lair","2014","HCB",0.013
"Libby's Lair","2014","NIA",0.003
"Libby's Lair","2014","NL",0.4
"Libby's Lair","2014","NR",0
"Libby's Lair","2014","OT",0.006
"Libby's Lair","2014","RKC",0
"Libby's Lair","2014","SC",0.044
"Libby's Lair","2014","SP",0.025
"Libby's Lair","2015","HC",0.519
"Libby's Lair","2015","HCB",0.006
"Libby's Lair","2015","NIA",0
"Libby's Lair","2015","NL",0.413
"Libby's Lair","2015","NR",0
"Libby's Lair","2015","OT",0.006
"Libby's Lair","2015","RKC",0.013
"Libby's Lair","2015","SC",0.044
"Libby's Lair","2015","SP",0
"Libby's Lair","2016","HC",0.6
"Libby's Lair","2016","HCB",0.013
"Libby's Lair","2016","NIA",0.006
"Libby's Lair","2016","NL",0.294
"Libby's Lair","2016","NR",0
"Libby's Lair","2016","OT",0.05
"Libby's Lair","2016","RKC",0
"Libby's Lair","2016","SC",0.038
"Libby's Lair","2016","SP",0
"Libby's Lair","2017","HC",0.558
"Libby's Lair","2017","HCB",0.088
"Libby's Lair","2017","NIA",0
"Libby's Lair","2017","NL",0.301
"Libby's Lair","2017","NR",0
"Libby's Lair","2017","OT",0.006
"Libby's Lair","2017","RKC",0.019
"Libby's Lair","2017","SC",0.031
"Libby's Lair","2017","SP",0
"Libby's Lair","2018","HC",0.626
"Libby's Lair","2018","HCB",0.006
"Libby's Lair","2018","NIA",0
"Libby's Lair","2018","NL",0.281
"Libby's Lair","2018","NR",0
"Libby's Lair","2018","OT",0.006
"Libby's Lair","2018","RKC",0
"Libby's Lair","2018","SC",0.081
"Libby's Lair","2018","SP",0
"Libby's Lair","2019","HC",0.737
"Libby's Lair","2019","HCB",0.038
"Libby's Lair","2019","NIA",0
"Libby's Lair","2019","NL",0.183
"Libby's Lair","2019","NR",0
"Libby's Lair","2019","OT",0.006
"Libby's Lair","2019","RKC",0
"Libby's Lair","2019","SC",0.038
"Libby's Lair","2019","SP",0
"Libby's Lair","2020","HC",0.72
"Libby's Lair","2020","HCB",0
"Libby's Lair","2020","NIA",0
"Libby's Lair","2020","NL",0.244
"Libby's Lair","2020","NR",0
"Libby's Lair","2020","OT",0
"Libby's Lair","2020","RKC",0
"Libby's Lair","2020","SC",0.037
"Libby's Lair","2020","SP",0
"Libby's Lair","2021","HC",0.756
"Libby's Lair","2021","HCB",0
"Libby's Lair","2021","NIA",0
"Libby's Lair","2021","NL",0.213
"Libby's Lair","2021","NR",0
"Libby's Lair","2021","OT",0.006
"Libby's Lair","2021","RKC",0
"Libby's Lair","2021","SC",0.019
"Libby's Lair","2021","SP",0.006
"Libby's Lair","2022","HC",0.694
"Libby's Lair","2022","HCB",0
"Libby's Lair","2022","NIA",0
"Libby's Lair","2022","NL",0.263
"Libby's Lair","2022","NR",0
"Libby's Lair","2022","OT",0
"Libby's Lair","2022","RKC",0
"Libby's Lair","2022","SC",0.044
"Libby's Lair","2022","SP",0
"Libby's Lair","2023","HC",0.744
"Libby's Lair","2023","HCB",0
"Libby's Lair","2023","NIA",0
"Libby's Lair","2023","NL",0.244
"Libby's Lair","2023","NR",0
"Libby's Lair","2023","OT",0.006
"Libby's Lair","2023","RKC",0
"Libby's Lair","2023","SC",0.006
"Libby's Lair","2023","SP",0
"Libby's Lair","2024","HC",0.249
"Libby's Lair","2024","HCB",0
"Libby's Lair","2024","NIA",0.038
"Libby's Lair","2024","NL",0.657
"Libby's Lair","2024","NR",0
"Libby's Lair","2024","OT",0.013
"Libby's Lair","2024","RKC",0.006
"Libby's Lair","2024","SC",0.038
"Libby's Lair","2024","SP",0
"Research Zone","2013","HC",0.056
"Research Zone","2013","HCB",0
"Research Zone","2013","NIA",0.056
"Research Zone","2013","NL",0.887
"Research Zone","2013","NR",0
"Research Zone","2013","OT",0
"Research Zone","2013","RKC",0
"Research Zone","2013","SC",0
"Research Zone","2013","SP",0
"Research Zone","2014","HC",0.088
"Research Zone","2014","HCB",0
"Research Zone","2014","NIA",0.119
"Research Zone","2014","NL",0.794
"Research Zone","2014","NR",0
"Research Zone","2014","OT",0
"Research Zone","2014","RKC",0
"Research Zone","2014","SC",0
"Research Zone","2014","SP",0
"Research Zone","2015","HC",0.094
"Research Zone","2015","HCB",0
"Research Zone","2015","NIA",0
"Research Zone","2015","NL",0.9
"Research Zone","2015","NR",0
"Research Zone","2015","OT",0
"Research Zone","2015","RKC",0
"Research Zone","2015","SC",0.006
"Research Zone","2015","SP",0
"Research Zone","2016","HC",0.069
"Research Zone","2016","HCB",0
"Research Zone","2016","NIA",0.038
"Research Zone","2016","NL",0.894
"Research Zone","2016","NR",0
"Research Zone","2016","OT",0
"Research Zone","2016","RKC",0
"Research Zone","2016","SC",0
"Research Zone","2016","SP",0
"Research Zone","2017","HC",0.087
"Research Zone","2017","HCB",0
"Research Zone","2017","NIA",0
"Research Zone","2017","NL",0.908
"Research Zone","2017","NR",0
"Research Zone","2017","OT",0
"Research Zone","2017","RKC",0
"Research Zone","2017","SC",0.006
"Research Zone","2017","SP",0
"Research Zone","2018","HC",0.068
"Research Zone","2018","HCB",0
"Research Zone","2018","NIA",0.019
"Research Zone","2018","NL",0.907
"Research Zone","2018","NR",0
"Research Zone","2018","OT",0
"Research Zone","2018","RKC",0
"Research Zone","2018","SC",0.006
"Research Zone","2018","SP",0
"Research Zone","2019","HC",0.193
"Research Zone","2019","HCB",0.006
"Research Zone","2019","NIA",0.069
"Research Zone","2019","NL",0.707
"Research Zone","2019","NR",0
"Research Zone","2019","OT",0.013
"Research Zone","2019","RKC",0.006
"Research Zone","2019","SC",0.006
"Research Zone","2019","SP",0
"Research Zone","2020","HC",0.087
"Research Zone","2020","HCB",0
"Research Zone","2020","NIA",0.013
"Research Zone","2020","NL",0.901
"Research Zone","2020","NR",0
"Research Zone","2020","OT",0
"Research Zone","2020","RKC",0
"Research Zone","2020","SC",0
"Research Zone","2020","SP",0
"Research Zone","2021","HC",0.076
"Research Zone","2021","HCB",0
"Research Zone","2021","NIA",0.019
"Research Zone","2021","NL",0.876
"Research Zone","2021","NR",0
"Research Zone","2021","OT",0.031
"Research Zone","2021","RKC",0
"Research Zone","2021","SC",0
"Research Zone","2021","SP",0
"Research Zone","2022","HC",0.107
"Research Zone","2022","HCB",0
"Research Zone","2022","NIA",0.038
"Research Zone","2022","NL",0.851
"Research Zone","2022","NR",0
"Research Zone","2022","OT",0
"Research Zone","2022","RKC",0
"Research Zone","2022","SC",0
"Research Zone","2022","SP",0.006
"Research Zone","2023","HC",0.099
"Research Zone","2023","HCB",0
"Research Zone","2023","NIA",0.062
"Research Zone","2023","NL",0.838
"Research Zone","2023","NR",0
"Research Zone","2023","OT",0
"Research Zone","2023","RKC",0
"Research Zone","2023","SC",0
"Research Zone","2023","SP",0
"Research Zone","2024","HC",0.131
"Research Zone","2024","HCB",0.006
"Research Zone","2024","NIA",0.031
"Research Zone","2024","NL",0.813
"Research Zone","2024","NR",0
"Research Zone","2024","OT",0
"Research Zone","2024","RKC",0.019
"Research Zone","2024","SC",0
"Research Zone","2024","SP",0
"Shark Bay","2013","HC",0.137
"Shark Bay","2013","HCB",0.038
"Shark Bay","2013","NIA",0.106
"Shark Bay","2013","NL",0.506
"Shark Bay","2013","NR",0
"Shark Bay","2013","OT",0
"Shark Bay","2013","RKC",0.206
"Shark Bay","2013","SC",0.006
"Shark Bay","2013","SP",0
"Shark Bay","2014","HC",0.062
"Shark Bay","2014","HCB",0
"Shark Bay","2014","NIA",0.138
"Shark Bay","2014","NL",0.775
"Shark Bay","2014","NR",0
"Shark Bay","2014","OT",0.025
"Shark Bay","2014","RKC",0
"Shark Bay","2014","SC",0
"Shark Bay","2014","SP",0
"Shark Bay","2015","HC",0.087
"Shark Bay","2015","HCB",0
"Shark Bay","2015","NIA",0.219
"Shark Bay","2015","NL",0.681
"Shark Bay","2015","NR",0
"Shark Bay","2015","OT",0
"Shark Bay","2015","RKC",0.006
"Shark Bay","2015","SC",0
"Shark Bay","2015","SP",0.006
"Shark Bay","2016","HC",0.069
"Shark Bay","2016","HCB",0
"Shark Bay","2016","NIA",0.1
"Shark Bay","2016","NL",0.762
"Shark Bay","2016","NR",0
"Shark Bay","2016","OT",0.038
"Shark Bay","2016","RKC",0.031
"Shark Bay","2016","SC",0
"Shark Bay","2016","SP",0
"Shark Bay","2017","HC",0.1
"Shark Bay","2017","HCB",0.05
"Shark Bay","2017","NIA",0.081
"Shark Bay","2017","NL",0.769
"Shark Bay","2017","NR",0
"Shark Bay","2017","OT",0
"Shark Bay","2017","RKC",0
"Shark Bay","2017","SC",0
"Shark Bay","2017","SP",0
"Shark Bay","2018","HC",0.156
"Shark Bay","2018","HCB",0.013
"Shark Bay","2018","NIA",0.169
"Shark Bay","2018","NL",0.643
"Shark Bay","2018","NR",0
"Shark Bay","2018","OT",0.019
"Shark Bay","2018","RKC",0
"Shark Bay","2018","SC",0
"Shark Bay","2018","SP",0
"Shark Bay","2019","HC",0.093
"Shark Bay","2019","HCB",0
"Shark Bay","2019","NIA",0.288
"Shark Bay","2019","NL",0.588
"Shark Bay","2019","NR",0
"Shark Bay","2019","OT",0.031
"Shark Bay","2019","RKC",0
"Shark Bay","2019","SC",0
"Shark Bay","2019","SP",0
"Shark Bay","2020","HC",0.107
"Shark Bay","2020","HCB",0
"Shark Bay","2020","NIA",0
"Shark Bay","2020","NL",0.849
"Shark Bay","2020","NR",0
"Shark Bay","2020","OT",0.031
"Shark Bay","2020","RKC",0.013
"Shark Bay","2020","SC",0
"Shark Bay","2020","SP",0
"Shark Bay","2021","HC",0.075
"Shark Bay","2021","HCB",0
"Shark Bay","2021","NIA",0.088
"Shark Bay","2021","NL",0.793
"Shark Bay","2021","NR",0
"Shark Bay","2021","OT",0.044
"Shark Bay","2021","RKC",0
"Shark Bay","2021","SC",0
"Shark Bay","2021","SP",0
"Shark Bay","2022","HC",0.114
"Shark Bay","2022","HCB",0.006
"Shark Bay","2022","NIA",0.175
"Shark Bay","2022","NL",0.7
"Shark Bay","2022","NR",0
"Shark Bay","2022","OT",0.006
"Shark Bay","2022","RKC",0
"Shark Bay","2022","SC",0
"Shark Bay","2022","SP",0
"Shark Bay","2023","HC",0.188
"Shark Bay","2023","HCB",0
"Shark Bay","2023","NIA",0.013
"Shark Bay","2023","NL",0.788
"Shark Bay","2023","NR",0
"Shark Bay","2023","OT",0.013
"Shark Bay","2023","RKC",0
"Shark Bay","2023","SC",0
"Shark Bay","2023","SP",0
"Shark Bay","2024","HC",0.169
"Shark Bay","2024","HCB",0.006
"Shark Bay","2024","NIA",0.131
"Shark Bay","2024","NL",0.694
"Shark Bay","2024","NR",0
"Shark Bay","2024","OT",0
"Shark Bay","2024","RKC",0
"Shark Bay","2024","SC",0
"Shark Bay","2024","SP",0
"White Wedding","2014","HC",0.1
"White Wedding","2014","HCB",0
"White Wedding","2014","NIA",0.069
"White Wedding","2014","NL",0.812
"White Wedding","2014","NR",0
"White Wedding","2014","OT",0.019
"White Wedding","2014","RKC",0
"White Wedding","2014","SC",0
"White Wedding","2014","SP",0
"White Wedding","2015","HC",0.131
"White Wedding","2015","HCB",0.006
"White Wedding","2015","NIA",0
"White Wedding","2015","NL",0.85
"White Wedding","2015","NR",0
"White Wedding","2015","OT",0.006
"White Wedding","2015","RKC",0
"White Wedding","2015","SC",0
"White Wedding","2015","SP",0.006
"White Wedding","2016","HC",0.069
"White Wedding","2016","HCB",0
"White Wedding","2016","NIA",0.025
"White Wedding","2016","NL",0.806
"White Wedding","2016","NR",0
"White Wedding","2016","OT",0.088
"White Wedding","2016","RKC",0.006
"White Wedding","2016","SC",0.006
"White Wedding","2016","SP",0
"White Wedding","2017","HC",0.126
"White Wedding","2017","HCB",0.013
"White Wedding","2017","NIA",0.013
"White Wedding","2017","NL",0.806
"White Wedding","2017","NR",0
"White Wedding","2017","OT",0.044
"White Wedding","2017","RKC",0
"White Wedding","2017","SC",0
"White Wedding","2017","SP",0
"White Wedding","2018","HC",0.107
"White Wedding","2018","HCB",0
"White Wedding","2018","NIA",0.075
"White Wedding","2018","NL",0.806
"White Wedding","2018","NR",0
"White Wedding","2018","OT",0.006
"White Wedding","2018","RKC",0
"White Wedding","2018","SC",0.006
"White Wedding","2018","SP",0
"White Wedding","2019","HC",0.032
"White Wedding","2019","HCB",0.006
"White Wedding","2019","NIA",0.081
"White Wedding","2019","NL",0.838
"White Wedding","2019","NR",0
"White Wedding","2019","OT",0.044
"White Wedding","2019","RKC",0
"White Wedding","2019","SC",0
"White Wedding","2019","SP",0
"White Wedding","2020","HC",0.068
"White Wedding","2020","HCB",0
"White Wedding","2020","NIA",0
"White Wedding","2020","NL",0.913
"White Wedding","2020","NR",0
"White Wedding","2020","OT",0.019
"White Wedding","2020","RKC",0
"White Wedding","2020","SC",0
"White Wedding","2020","SP",0
"White Wedding","2021","HC",0.088
"White Wedding","2021","HCB",0
"White Wedding","2021","NIA",0
"White Wedding","2021","NL",0.819
"White Wedding","2021","NR",0
"White Wedding","2021","OT",0.094
"White Wedding","2021","RKC",0
"White Wedding","2021","SC",0
"White Wedding","2021","SP",0
"White Wedding","2022","HC",0.074
"White Wedding","2022","HCB",0
"White Wedding","2022","NIA",0.006
"White Wedding","2022","NL",0.749
"White Wedding","2022","NR",0
"White Wedding","2022","OT",0.162
"White Wedding","2022","RKC",0
"White Wedding","2022","SC",0.006
"White Wedding","2022","SP",0
"White Wedding","2023","HC",0.119
"White Wedding","2023","HCB",0
"White Wedding","2023","NIA",0.025
"White Wedding","2023","NL",0.819
"White Wedding","2023","NR",0
"White Wedding","2023","OT",0.038
"White Wedding","2023","RKC",0
"White Wedding","2023","SC",0
"White Wedding","2023","SP",0
"White Wedding","2024","HC",0.063
"White Wedding","2024","HCB",0.013
"White Wedding","2024","NIA",0.112
"White Wedding","2024","NL",0.801
"White Wedding","2024","NR",0
"White Wedding","2024","OT",0.013
"White Wedding","2024","RKC",0
"White Wedding","2024","SC",0
"White Wedding","2024","SP",0
